Date,AMZN,CAT,DE,EXC,GOOGL,JNJ,JPM,META,PFE,PG
2024-04-16,183.32000732421875,352.84136962890625,387.2588195800781,34.063331604003906,153.6653289794922,139.9599609375,176.70193481445312,497.9434509277344,23.722209930419922,151.2519989013672
2024-04-17,181.27999877929688,351.31195068359375,391.0721435546875,34.701725006103516,154.73023986816406,140.27001953125,175.99826049804688,492.373779296875,23.472890853881836,152.2315673828125
2024-04-18,179.22000122070312,350.9295349121094,394.73773193359375,34.94945526123047,155.26766967773438,141.20986938476562,177.1417236328125,499.9760437011719,23.445186614990234,153.5366668701172
2024-04-19,174.6300048828125,348.99102783203125,394.46185302734375,35.77840805053711,153.3568115234375,143.31240844726562,181.58860778808594,479.3213806152344,24.008464813232422,154.3663787841797
2024-04-22,177.22999572753906,351.89385986328125,393.76220703125,35.89274597167969,155.53639221191406,144.48480224609375,185.11679077148438,479.9789733886719,24.248546600341797,156.7091064453125
2024-04-23,179.5399932861328,357.4437255859375,391.3973083496094,35.787940979003906,157.5069580078125,144.9111328125,187.78488159179688,494.2967529296875,24.303953170776367,157.6461944580078
2024-04-24,176.58999633789062,357.7093811035156,388.84521484375,35.98802947998047,158.37283325195312,143.91314697265625,188.70358276367188,491.7062072753906,24.257783889770508,158.719970703125
2024-04-25,173.6699981689453,332.5973205566406,388.2934265136719,35.88322067260742,155.25772094726562,142.25631713867188,188.98703002929688,439.775634765625,23.32514762878418,158.67115783691406
2024-04-26,179.6199951171875,337.8913269042969,387.5740966796875,35.55926513671875,171.13182067871094,141.59742736816406,189.1043243408203,441.6787414550781,23.454423904418945,157.4412078857422
2024-04-29,180.9600067138672,344.20867919921875,395.0924377441406,35.94038772583008,165.3594207763672,142.25631713867188,188.89907836914062,431.0474853515625,23.67603874206543,157.80239868164062
2024-04-30,175.0,329.22216796875,385.68218994140625,35.80699157714844,162.00546264648438,140.09561157226562,187.3939666748047,428.60638427734375,23.65757179260254,159.30564880371094
2024-05-01,179.0,325.7781066894531,381.82940673828125,36.054725646972656,163.080322265625,146.48077392578125,187.51124572753906,437.5936279296875,25.098079681396484,159.50086975097656
2024-05-02,184.72000122070312,330.0782470703125,390.1656188964844,36.10236740112305,165.8271942138672,145.2599334716797,187.3157958984375,440.07452392578125,25.578248977661133,159.93035888671875
2024-05-03,186.2100067138672,331.3672790527344,395.0924377441406,35.64501190185547,166.44422912597656,144.630126953125,186.1918487548828,450.317138671875,25.679824829101562,160.5355682373047
2024-05-06,188.6999969482422,336.6318054199219,395.9595947265625,35.77840805053711,167.3001708984375,143.9615936279297,187.6480712890625,463.9873046875,26.003013610839844,160.51605224609375
2024-05-07,188.75999450683594,339.4854431152344,399.6349792480469,36.12142562866211,170.43515014648438,144.09722900390625,187.4037322998047,466.53802490234375,25.642887115478516,161.80455017089844
2024-05-08,188.0,338.993408203125,399.4872131347656,36.035667419433594,168.57406616210938,144.32008361816406,191.21534729003906,470.8821716308594,26.10458755493164,161.13101196289062
2024-05-09,189.5,346.1570739746094,403.0148010253906,36.521610260009766,169.15130615234375,145.19212341308594,193.02342224121094,473.6919250488281,26.413908004760742,162.07785034179688
2024-05-10,187.47999572753906,349.11895751953125,401.92108154296875,36.25214767456055,167.84751892089844,145.25025939941406,194.26461791992188,474.4690856933594,26.254562377929688,162.86856079101562
2024-05-13,186.57000732421875,350.9787292480469,402.0195617675781,36.6948356628418,168.33518981933594,146.51953125,194.2255401611328,466.3088684082031,26.657611846923828,161.9119110107422
2024-05-14,187.07000732421875,352.4547119140625,406.7394714355469,36.954673767089844,169.52947998046875,146.674560546875,196.94252014160156,470.1349182128906,26.60137176513672,161.80455017089844
2024-05-15,185.99000549316406,354.2850036621094,407.96136474609375,37.27225112915039,171.6891632080078,147.92445373535156,197.52891540527344,479.7896728515625,27.013797760009766,162.53665161132812
2024-05-16,183.6300048828125,345.1139831542969,388.65802001953125,37.16638946533203,173.3511962890625,149.48443603515625,197.88076782226562,471.5098571777344,27.10753059387207,163.85443115234375
2024-05-17,184.6999969482422,350.57525634765625,391.2101135253906,37.127899169921875,175.22225952148438,149.83322143554688,200.14816284179688,470.1946716308594,26.845075607299805,163.63970947265625
2024-05-20,183.5399932861328,356.95172119140625,385.7511901855469,37.012413024902344,176.07818603515625,147.75274658203125,191.1469268798828,467.1358337402344,26.741971969604492,163.31756591796875
2024-05-21,183.14999389648438,353.3305358886719,381.08056640625,37.07015609741211,177.00375366210938,147.7234649658203,194.9976348876953,462.9411315917969,26.770092010498047,164.33274841308594
2024-05-22,183.1300048828125,350.25054931640625,380.3612060546875,36.47349166870117,175.54074096679688,149.93089294433594,193.8150634765625,466.0796813964844,27.74491310119629,163.8056182861328
2024-05-23,181.0500030517578,345.0943603515625,373.6903076171875,35.63623046875,172.72422790527344,146.21925354003906,192.45654296875,464.0869445800781,26.891944885253906,161.54098510742188
2024-05-24,180.75,343.3230895996094,369.472900390625,35.30903244018555,174.15737915039062,143.552734375,196.16065979003906,476.48175048828125,27.070037841796875,161.38482666015625
2024-05-28,182.14999389648438,340.9319152832031,363.8661804199219,35.39564514160156,175.56065368652344,141.02296447753906,194.9780731201172,478.1755676269531,26.526386260986328,159.2177734375
2024-05-29,182.02000427246094,332.7055358886719,359.63897705078125,34.818233489990234,175.06301879882812,141.08155822753906,193.61956787109375,472.63580322265625,26.07646942138672,157.79263305664062
2024-05-30,179.32000732421875,333.82733154296875,362.95965576171875,35.34752655029297,171.2910614013672,141.9020233154297,194.8119354248047,465.3523254394531,26.432653427124023,158.700439453125
2024-05-31,176.44000244140625,333.1090393066406,369.2758483886719,36.13666534423828,171.67919921875,143.25970458984375,198.03713989257812,465.1331481933594,26.86382484436035,160.61366271972656
2024-06-03,178.33999633789062,326.0634460449219,362.7330017089844,35.799842834472656,172.3460235595703,144.30482482910156,197.24549865722656,475.7543640136719,27.473087310791016,160.7210235595703
2024-06-04,179.33999633789062,322.33404541015625,363.9647521972656,35.953819274902344,172.96307373046875,144.36343383789062,194.64578247070312,475.25616455078125,27.641807556152344,163.0247039794922
2024-06-05,181.27999877929688,324.18402099609375,365.5610046386719,35.405269622802734,174.57534790039062,142.57598876953125,192.78884887695312,493.260498046875,27.69804573059082,162.08761596679688
2024-06-06,185.0,323.0425720214844,365.8369140625,35.14543533325195,175.88906860351562,143.0155029296875,192.44677734375,491.96527099609375,26.99505043029785,164.4498748779297
2024-06-07,184.3000030517578,323.6821594238281,363.186279296875,34.8086051940918,173.6298828125,143.66017150878906,195.41787719726562,491.16815185546875,26.788837432861328,163.0735321044922
2024-06-10,187.05999755859375,324.3414306640625,362.910400390625,34.84709930419922,174.3771514892578,143.7090301513672,195.08558654785156,500.7731628417969,26.310800552368164,163.3566131591797
2024-06-11,187.22999572753906,322.0782165527344,359.78680419921875,34.84709930419922,175.98133850097656,143.34762573242188,189.95458984375,505.62542724609375,26.2733097076416,163.48350524902344
2024-06-12,186.88999938964844,323.4754638671875,364.6742248535156,33.44205093383789,177.14710998535156,142.0290069580078,187.18873596191406,506.9904479980469,25.926496505737305,161.23838806152344
2024-06-13,183.8300018310547,321.1433410644531,372.419189453125,34.07720947265625,174.52662658691406,142.0680694580078,189.2704620361328,502.2676696777344,25.91712188720703,162.43902587890625
2024-06-14,183.66000366210938,316.3315734863281,372.4684143066406,34.20232009887695,176.15074157714844,142.15597534179688,189.38772583007812,502.8262023925781,25.804643630981445,162.80996704101562
2024-06-17,184.05999755859375,317.2466735839844,373.67059326171875,33.84624481201172,176.59912109375,142.5564422607422,190.56053161621094,505.2896423339844,25.289113998413086,163.50303649902344
2024-06-18,182.80999755859375,319.9429016113281,377.1588134765625,33.5767822265625,174.4568634033203,142.263427734375,192.5347442626953,498.1685485839844,25.69216537475586,164.5377197265625
2024-06-20,186.10000610351562,323.8691101074219,375.9468078613281,33.624900817871094,175.66249084472656,144.34390258789062,194.16688537597656,500.3727111816406,26.001482009887695,163.66897583007812
2024-06-21,189.0800018310547,322.5997314453125,369.5517883300781,33.47092056274414,178.98046875,145.29135131835938,191.85061645507812,493.47100830078125,26.001482009887695,164.24490356445312
2024-06-24,185.57000732421875,324.7251892089844,372.635986328125,34.00022506713867,178.5719451904297,145.65274047851562,194.37213134765625,497.590087890625,26.58262825012207,164.43035888671875
2024-06-25,186.33999633789062,322.166748046875,364.0632629394531,33.50941467285156,183.3645477294922,143.7676239013672,193.5804901123047,509.2491760253906,26.235815048217773,162.86856079101562
2024-06-26,193.61000061035156,321.5074768066406,370.7440490722656,33.490169525146484,183.21510314941406,143.40623474121094,192.95498657226562,511.7624816894531,25.701536178588867,163.4542236328125
2024-06-27,197.85000610351562,322.2257995605469,371.2761535644531,33.3939323425293,184.73956298828125,142.4099578857422,194.65554809570312,518.1854858398438,26.057720184326172,162.64402770996094
2024-06-28,193.25,327.7756652832031,369.6043701171875,33.30732727050781,181.4913330078125,142.76158142089844,197.67552185058594,502.88604736328125,26.2264404296875,160.98460388183594
2024-07-01,197.1999969482422,323.81988525390625,357.1005554199219,33.24958038330078,182.32830810546875,143.03506469726562,200.793212890625,503.3448181152344,26.451398849487305,158.83709716796875
2024-07-02,200.0,322.5210266113281,361.01788330078125,33.23033142089844,184.5701904296875,142.6345977783203,204.0966033935547,508.1520690917969,26.08584213256836,159.98892211914062
2024-07-03,197.58999633789062,325.3254699707031,358.88116455078125,33.42280960083008,185.1480712890625,142.302490234375,203.95977783203125,508.6108703613281,25.9639892578125,159.9206085205078
2024-07-05,200.0,323.1015625,356.15087890625,33.01861572265625,189.9108123779297,143.07412719726562,201.2572021484375,538.4816284179688,26.29205322265625,161.26768493652344
2024-07-08,199.2899932861328,323.8002014160156,351.17510986328125,32.95125198364258,188.34646606445312,142.0973663330078,201.6306610107422,527.919677734375,26.179576873779297,162.54641723632812
2024-07-09,199.33999633789062,320.84814453125,345.0814514160156,33.134098052978516,188.29664611816406,143.63087463378906,204.04823303222656,528.5978393554688,25.98273468017578,161.70693969726562
